ID,month,B1_mean,B1_std,B1_min,B1_max,B1_median,B2_mean,B2_std,B2_min,B2_max,B2_median,B3_mean,B3_std,B3_min,B3_max,B3_median,B4_mean,B4_std,B4_min,B4_max,B4_median,B5_mean,B5_std,B5_min,B5_max,B5_median,B6_mean,B6_std,B6_min,B6_max,B6_median,B7_mean,B7_std,B7_min,B7_max,B7_median,B8_mean,B8_std,B8_min,B8_max,B8_median,B8A_mean,B8A_std,B8A_min,B8A_max,B8A_median,B9_mean,B9_std,B9_min,B9_max,B9_median,B11_mean,B11_std,B11_min,B11_max,B11_median,B12_mean,B12_std,B12_min,B12_max,B12_median,Crop,class
ID_iX96uI_Feb,Feb,2443.118,14.421923,2418.0,2487.0,2440.0,2184.9993,39.11787,2111.0,2484.0,2173.0,2095.7986,55.19812,1947.0,2567.0,2082.0,1964.9819,128.21605,1762.0,2818.0,1922.0,2225.1162,97.441475,2026.0,2696.0,2198.0,3119.806,91.96826,2789.0,3485.0,3114.0,3603.5627,120.764786,3271.0,4063.0,3599.0,3499.4514,147.04512,2891.0,4360.0,3488.0,4040.1794,131.14105,3525.0,4463.0,4030.0,1421.0642,7.2335215,1408.0,1441.0,1420.0,3160.871,261.3837,2662.0,3967.0,3133.0,2047.2783,196.39337,1739.0,2891.0,2020.0,Cocoa,1
ID_KJsitm_Feb,Feb,2502.391,19.679394,2477.0,2562.0,2498.0,2247.665,40.13739,2166.0,2579.0,2236.0,2146.3767,51.469677,2001.0,2403.0,2131.0,2047.0504,127.98046,1833.0,2555.0,2007.0,2284.3037,103.232735,2035.0,2630.0,2253.0,3156.0215,125.35943,2783.0,3864.0,3157.0,3657.6694,175.4207,3121.0,4673.0,3662.0,3531.4436,195.40727,2789.0,4502.0,3535.0,4110.0234,196.52478,3445.0,5154.0,4114.0,1400.6555,13.460228,1345.0,1450.0,1401.0,3288.8762,312.91287,2674.0,4259.0,3209.0,2130.873,227.38417,1745.0,2876.0,2072.0,Cocoa,1
ID_q32Mbf_Feb,Feb,2447.729,21.945126,2407.0,2501.0,2442.0,2192.1338,45.894634,2105.0,2394.0,2178.0,2107.9324,60.33884,1934.0,2357.0,2093.0,1968.9762,136.1576,1745.0,2561.0,1924.0,2228.414,109.62301,1869.0,2566.0,2205.0,3152.7666,157.31303,2360.0,3540.0,3175.0,3632.341,206.98674,2595.0,4185.0,3672.0,3528.8276,222.70029,2442.0,4255.0,3558.0,4069.6387,242.78493,2813.0,4555.0,4114.0,1416.3464,22.989431,1291.0,1439.0,1422.0,3171.0054,330.3836,2057.0,4140.0,3133.0,2059.8162,235.5535,1477.0,2883.0,2014.0,Cocoa,1
ID_2zlkNI_Feb,Feb,2497.665,56.010014,2447.0,2921.0,2480.0,2255.4192,114.08046,2150.0,3332.0,2224.0,2165.6768,100.891174,2048.0,3050.0,2143.0,1995.4929,146.7831,1826.0,2849.0,1954.0,2259.2188,110.265785,2098.0,2839.0,2238.0,3240.6917,124.60643,2904.0,3743.0,3242.0,3742.2595,165.77908,3258.0,4265.0,3748.0,3632.5955,182.34383,2992.0,4549.0,3631.0,4198.4907,172.84923,3646.0,4724.0,4210.0,1410.1622,16.32969,1373.0,1535.0,1410.0,3160.3044,276.77475,2728.0,4061.0,3084.0,2037.5056,219.58351,1727.0,2778.0,1984.0,Cocoa,1
ID_BATnyY_Feb,Feb,2552.3025,118.95759,2459.0,3140.0,2508.0,2310.8127,193.97426,2155.0,3272.0,2245.0,2185.7124,221.14247,1977.0,3226.0,2135.0,2072.0708,283.1085,1792.0,3353.0,1970.0,2245.1538,292.93286,1886.0,3451.0,2214.0,2910.1604,419.86224,2268.0,4109.0,2904.0,3281.6648,518.6803,2496.0,4553.0,3283.0,3154.8738,526.4231,2369.0,4378.0,3162.0,3604.6938,628.1449,2663.0,4990.0,3612.0,1353.6609,76.29308,1243.0,1565.0,1352.0,2832.6562,614.5132,1936.0,4380.0,2840.0,1925.6351,368.51025,1445.0,3114.0,1876.0,Cocoa,1
ID_x7yKs1_Feb,Feb,2566.7495,140.32503,2438.0,3081.0,2518.0,2328.1033,193.70238,2139.0,3258.0,2264.0,2237.925,205.43047,1972.0,3228.0,2178.0,2075.0312,248.47188,1767.0,3288.0,2001.5,2348.8894,229.81264,1927.0,3385.0,2300.0,3250.9363,233.03107,2501.0,4154.0,3236.0,3728.6414,256.15738,2794.0,4621.0,3728.5,3608.4377,258.50235,2674.0,4443.0,3617.0,4173.733,283.85925,2996.0,5017.0,4190.0,1417.1252,44.025227,1295.0,1551.0,1412.0,3211.2473,342.18903,2052.0,4375.0,3165.0,2080.879,250.42036,1457.0,2984.0,2012.0,Cocoa,1
ID_Rte4oU_Feb,Feb,2519.8047,107.01456,2452.0,3347.0,2488.0,2276.544,179.11053,2142.0,3564.0,2228.0,2188.8865,188.93938,1972.0,3537.0,2152.0,1992.2996,233.13571,1782.0,3626.0,1926.0,2248.8413,225.32124,1896.0,3758.0,2225.0,3261.5579,378.57397,2379.0,4436.0,3328.0,3749.0095,488.24142,2604.0,4867.0,3856.0,3627.3062,486.5273,2477.0,4845.0,3726.0,4162.997,570.6404,2801.0,5258.0,4310.0,1394.7954,60.87009,1247.0,1652.0,1409.0,2935.0342,465.14255,1991.0,4944.0,2953.0,1904.8143,281.1489,1456.0,3323.0,1869.0,Cocoa,1
ID_mMTvsP_Feb,Feb,3185.614,596.03766,2447.0,4562.0,3045.0,3017.3079,738.27875,2149.0,4798.0,2785.0,2954.3298,788.9193,1977.0,4840.0,2735.0,3005.6187,938.06396,1794.0,5268.0,2754.0,3149.469,893.6065,1889.0,5282.0,2957.0,3804.825,864.3132,2347.0,5832.0,3638.0,4227.827,893.6738,2571.0,6291.0,4089.0,4009.497,862.06934,2409.0,6012.0,3882.0,4610.251,932.2333,2731.0,6683.0,4509.0,1569.7285,189.81447,1260.0,2015.0,1540.0,4100.0645,1167.2516,1971.0,6744.0,3954.0,2962.8413,968.51465,1462.0,5296.0,2752.0,Cocoa,1
ID_6JpyiB_Feb,Feb,3074.0505,561.38605,2465.0,4760.0,2923.0,2921.6538,710.82996,2159.0,5102.0,2666.0,2832.3533,753.37244,1981.0,5127.0,2550.5,2823.198,897.844,1791.0,5491.0,2505.5,2967.3662,852.3083,1896.0,5477.0,2667.0,3603.1675,835.84393,2365.0,6014.0,3337.5,3993.3955,871.467,2601.0,6420.0,3744.0,3805.543,852.5092,2411.0,6135.0,3614.0,4336.655,919.0995,2739.0,6819.0,4134.0,1514.9758,184.63057,1257.0,2059.0,1455.0,3739.633,1130.9211,1947.0,6651.0,3508.0,2728.0576,961.1636,1455.0,5474.0,2435.0,Cocoa,1
ID_50jFac_Feb,Feb,2483.4963,22.04049,2453.0,2549.0,2476.0,2229.0596,43.47365,2165.0,2387.0,2213.0,2144.2156,49.75444,2055.0,2356.0,2124.0,1992.3665,139.73286,1828.0,2520.0,1932.0,2261.6274,99.367035,2122.0,2545.0,2218.0,3240.3757,97.34431,2914.0,3455.0,3246.0,3745.18,141.07968,3292.0,4084.0,3758.0,3608.8562,141.69678,2830.0,4116.0,3621.0,4190.749,152.97118,3765.0,4552.0,4204.0,1408.0776,11.174962,1381.0,1426.0,1407.0,3190.757,335.52768,2736.0,4035.0,3044.0,2068.3594,267.06894,1726.0,2798.0,1949.0,Cocoa,1
ID_tTp12S_Feb,Feb,2743.2654,385.43433,2491.0,4000.0,2551.0,2513.95,480.48468,2177.0,4295.0,2289.0,2437.448,511.9451,2028.0,4341.0,2197.0,2361.656,626.1771,1844.0,4624.0,2093.0,2597.6821,570.7624,2112.0,4697.0,2344.0,3451.5205,499.13553,2876.0,5293.0,3249.0,3936.1938,499.2413,3262.0,5749.0,3752.0,3780.927,470.46756,2972.0,5500.0,3624.0,4388.309,503.2185,3559.0,6188.0,4212.0,1476.9723,116.186195,1390.0,1845.0,1420.0,3600.9639,733.8375,2622.0,6128.0,3324.0,2410.3687,622.1466,1702.0,4650.0,2187.0,Cocoa,1
ID_l3oXQu_Feb,Feb,2450.8823,10.616194,2426.0,2478.0,2448.0,2188.786,27.11866,2120.0,2361.0,2183.0,2108.0723,42.132317,1979.0,2388.0,2100.0,1916.1733,86.543976,1758.0,2509.0,1892.0,2199.9373,87.508835,1952.0,2497.0,2181.0,3207.794,118.845795,2644.0,3557.0,3215.0,3698.271,156.8862,2965.0,4322.0,3706.0,3564.3457,177.29436,2796.0,4368.0,3577.0,4122.8916,188.6123,3213.0,4761.0,4140.0,1399.9973,15.750322,1335.0,1427.0,1402.0,2966.7078,204.23805,2222.0,3816.0,2964.0,1910.5667,143.76414,1511.0,2540.0,1891.0,Cocoa,1
ID_t5iaoz_Feb,Feb,2460.0032,44.646935,2419.0,2607.0,2440.0,2215.9653,88.99182,2103.0,2584.0,2178.0,2144.0703,117.43626,1940.0,2622.0,2095.0,2067.459,258.1184,1755.0,2915.0,1959.0,2323.8635,208.61067,1983.0,3023.0,2242.0,3120.614,111.54744,2883.0,3514.0,3111.0,3578.2815,124.205414,3275.0,4023.0,3571.0,3477.9773,134.50703,2796.0,4215.0,3470.0,4027.0195,135.59608,3689.0,4486.0,4015.0,1419.5825,11.147788,1404.0,1450.0,1417.0,3372.165,520.78186,2701.0,4759.0,3204.0,2223.3684,417.61472,1757.0,3312.0,2079.0,Cocoa,1
ID_avMM8J_Feb,Feb,2620.1262,330.97696,2429.0,3924.0,2472.0,2333.1934,370.85324,2118.0,4180.0,2208.0,2259.0247,403.60123,1999.0,4202.0,2115.0,2178.6282,498.61517,1791.0,4465.0,2003.0,2420.469,461.15033,2059.0,4473.0,2251.0,3230.193,422.72513,2797.0,5089.0,3121.0,3691.7844,433.55194,3190.0,5542.0,3587.0,3538.846,384.0996,2942.0,5358.0,3467.0,4119.601,438.93423,3574.0,6035.0,4019.0,1463.6663,104.46567,1391.0,1934.0,1418.0,3373.1694,592.89307,2723.0,5915.0,3225.0,2252.8442,500.82803,1749.0,4378.0,2119.0,Cocoa,1
ID_IGDwps_Feb,Feb,2492.9678,19.990898,2464.0,2561.0,2486.0,2233.7786,44.09869,2162.0,2490.0,2217.0,2154.867,55.844296,2038.0,2488.0,2137.0,2011.8854,144.68048,1853.0,2590.0,1951.0,2265.2517,110.1322,2128.0,2749.0,2220.0,3185.0876,101.53343,2824.0,3451.0,3206.0,3652.8262,131.07745,3216.0,4088.0,3669.0,3545.2944,139.9548,2838.0,4349.0,3566.0,4102.99,139.19913,3666.0,4590.0,4124.0,1394.3118,7.9499617,1375.0,1413.0,1396.0,3198.4514,317.50034,2704.0,4431.0,3114.0,2084.431,253.95702,1740.0,3084.0,2001.0,Cocoa,1
ID_kaUy7D_Feb,Feb,2517.446,41.341885,2463.0,2666.0,2509.0,2261.7751,55.30235,2177.0,2570.0,2251.0,2176.8013,64.7165,2036.0,2501.0,2160.0,2096.5964,161.32605,1865.0,2566.0,2061.0,2342.888,122.060394,2155.0,2670.0,2321.0,3196.4502,104.97002,2910.0,3541.0,3194.0,3680.8489,138.79243,3332.0,4150.0,3678.0,3549.3345,149.18513,2996.0,4267.0,3544.5,4133.678,149.66908,3734.0,4727.0,4133.0,1412.7137,11.604073,1392.0,1449.0,1411.0,3415.8767,351.70145,2837.0,4300.0,3376.0,2228.9805,271.24536,1817.0,2916.0,2192.0,Cocoa,1
ID_NTQBjT_Feb,Feb,2496.2095,28.93394,2456.0,2586.0,2489.0,2254.9578,61.32693,2150.0,2450.0,2229.0,2172.5728,77.96388,2012.0,2409.0,2142.0,2095.6855,197.07904,1842.0,2665.0,2008.0,2334.7446,148.65334,2118.0,2740.0,2283.0,3192.1333,98.35283,2827.0,3795.0,3196.0,3684.346,139.17693,3242.0,4460.0,3674.0,3549.5005,159.45204,2819.0,4568.0,3545.0,4126.4307,150.75632,3607.0,4847.0,4125.0,1399.9673,7.3473763,1384.0,1412.0,1401.0,3360.1921,468.191,2746.0,4509.0,3181.0,2231.637,383.15808,1760.0,3261.0,2078.0,Cocoa,1
ID_ez0En6_Feb,Feb,2580.8594,188.60397,2453.0,3481.0,2507.0,2350.8816,267.78717,2150.0,3597.0,2245.0,2254.0676,288.52563,1990.0,3615.0,2154.0,2083.2266,346.2758,1779.0,3734.0,1958.0,2306.287,331.7074,1922.0,3795.0,2220.0,3226.3953,440.4281,2374.0,4560.0,3316.0,3680.3076,535.99603,2578.0,5026.0,3834.0,3570.2776,539.91406,2472.0,4827.0,3708.0,4072.628,627.0961,2757.0,5469.0,4288.0,1396.413,84.760155,1251.0,1679.0,1406.0,2982.5513,584.55835,1991.0,5056.0,2962.0,1962.4548,371.9132,1451.0,3607.0,1884.0,Cocoa,1
ID_zZd28x_Feb,Feb,2578.0266,54.75682,2515.0,2868.0,2563.0,2332.864,88.14802,2213.0,3038.0,2309.0,2240.1711,101.975494,2053.0,2946.0,2207.0,2220.768,207.84853,1908.0,2985.0,2186.0,2422.1018,163.31155,2138.0,3043.0,2380.0,3117.96,172.32812,2427.0,3717.0,3150.0,3549.438,230.19072,2625.0,4147.0,3598.0,3426.921,237.26746,2461.0,4315.0,3474.0,3984.0735,277.9366,2767.0,4633.0,4053.0,1389.6655,23.655909,1309.0,1472.0,1393.0,3586.895,424.64984,2838.0,4788.0,3537.0,2422.4502,357.2563,1834.0,3392.0,2374.0,Cocoa,1
ID_YhO4O0_Feb,Feb,2435.4312,8.808243,2420.0,2473.0,2434.0,2172.386,29.968122,2101.0,2469.0,2168.0,2073.4524,45.355835,1920.0,2497.0,2067.0,1934.7084,103.46271,1768.0,2769.0,1908.0,2184.8477,78.05704,1985.0,2820.0,2168.0,3049.5024,107.28062,2594.0,3441.0,3057.0,3520.7336,141.54561,3047.0,4118.0,3515.0,3416.8457,167.86243,2607.0,4447.0,3410.0,3938.0808,151.4056,3346.0,4593.0,3940.0,1413.5488,7.5526676,1391.0,1432.0,1413.0,3093.8083,197.04443,2655.0,3999.0,3061.0,2002.215,157.45094,1732.0,3053.0,1968.0,Cocoa,1
ID_WeMwuG_Feb,Feb,2520.16,118.114494,2435.0,3423.0,2486.0,2272.3118,168.90675,2128.0,3374.0,2221.0,2171.7312,184.43878,1961.0,3341.0,2133.0,1984.5575,229.12898,1747.0,3414.0,1924.0,2255.3704,231.70885,1892.0,3552.0,2242.0,3086.5256,313.85208,2384.0,4281.0,3157.0,3515.259,381.78903,2644.0,4710.0,3616.0,3399.3225,385.03238,2468.0,4515.0,3508.0,3917.2107,466.39462,2821.0,5109.0,4080.0,1383.8447,56.83863,1264.0,1641.0,1400.0,2946.4355,459.60703,1971.0,4647.0,3045.0,1927.704,293.87192,1434.0,3413.0,1932.0,Cocoa,1
ID_84KXfH_Feb,Feb,2628.6995,268.9868,2495.0,4317.0,2549.0,2449.4373,435.06387,2191.0,4671.0,2310.0,2349.7036,427.89304,2038.0,4644.0,2217.0,2278.8394,479.30643,1852.0,4950.0,2148.0,2500.0928,421.89682,2097.0,4968.0,2382.0,3317.327,363.47903,2786.0,5517.0,3231.0,3800.6494,353.73486,3164.0,5948.0,3727.0,3705.707,403.05444,2823.0,5695.0,3609.0,4256.6777,332.17218,3501.0,6241.0,4194.0,1430.9655,70.57882,1388.0,1891.0,1411.0,3567.273,502.1601,2658.0,6202.0,3469.0,2342.2048,407.28036,1706.0,4786.0,2268.0,Cocoa,1
ID_MkqVId_Feb,Feb,2446.8877,22.451805,2421.0,2522.0,2441.0,2193.966,56.53857,2122.0,2584.0,2175.0,2112.3853,78.91037,2005.0,2622.0,2085.0,1999.7471,164.72092,1808.0,2872.0,1946.0,2264.6208,131.378,2107.0,2808.0,2222.0,3077.5706,101.75633,2827.0,3396.0,3080.0,3531.6074,117.584724,3258.0,3878.0,3529.0,3435.3972,126.798805,3049.0,3999.0,3432.0,3976.57,125.94897,3686.0,4389.0,3974.0,1415.8481,7.875253,1399.0,1438.0,1415.0,3266.044,314.4982,2770.0,4627.0,3205.0,2132.0046,256.03372,1790.0,3225.0,2074.0,Cocoa,1
ID_DuhBNk_Feb,Feb,2529.2395,244.01749,2407.0,3734.0,2458.0,2211.5493,140.36179,2102.0,3785.0,2187.0,2100.457,185.95502,1917.0,3795.0,2091.0,1920.762,255.7468,1713.0,3997.0,1866.0,2140.8667,284.92938,1812.0,3979.0,2152.0,2965.7085,429.04968,2289.0,4715.0,3081.0,3379.4019,532.7322,2504.0,5242.0,3543.0,3223.4336,493.5833,2366.0,4900.0,3420.0,3732.529,645.6441,2629.0,5634.0,3977.0,1373.7466,97.199524,1239.0,1751.0,1394.0,2724.3062,570.78516,1854.0,4920.0,2907.0,1846.5498,393.52914,1388.0,3884.0,1862.0,Cocoa,1
ID_Tbew0Y_Feb,Feb,2712.3096,283.99762,2539.0,3890.0,2595.0,2527.143,421.16144,2260.0,4022.0,2342.0,2441.0715,437.15677,2166.0,4025.0,2254.0,2347.2852,520.6138,1955.0,4300.0,2135.0,2594.323,462.2138,2295.0,4366.0,2409.0,3401.2156,390.89664,3001.0,4941.0,3276.0,3873.143,375.8648,3374.0,5380.0,3773.0,3776.2756,370.23264,3172.0,5119.0,3666.0,4357.6265,351.32162,3872.0,5825.0,4272.0,1451.2357,74.54645,1397.0,1781.0,1423.0,3628.3848,541.40265,3007.0,5650.0,3454.0,2387.0989,480.84265,1910.0,4315.0,2238.0,Cocoa,1
ID_jTk8sx_Feb,Feb,2865.0293,312.7319,2487.0,3513.0,2816.0,2666.835,408.4621,2196.0,3765.0,2556.0,2612.955,439.43942,2081.0,3797.0,2503.0,2540.0168,550.6418,1882.0,3964.0,2424.0,2757.7092,495.1819,2115.0,4031.0,2676.0,3692.8193,403.88608,2991.0,4730.0,3625.0,4193.5503,401.10767,3399.0,5192.0,4149.0,4039.2327,376.99683,3218.0,4979.0,3997.0,4651.3726,400.2157,3826.0,5625.0,4601.0,1504.0073,88.47912,1384.0,1679.0,1498.0,3727.7578,636.3977,2770.0,5397.0,3627.0,2507.612,533.95953,1749.0,3938.0,2398.0,Cocoa,1
ID_IJCl0X_Feb,Feb,2531.4006,34.2706,2486.0,2650.0,2522.0,2296.725,69.48179,2191.0,2593.0,2272.0,2223.0369,93.8365,2033.0,2648.0,2191.0,2226.7346,233.83264,1920.0,3048.0,2141.0,2444.8782,181.97218,2144.0,3067.0,2394.0,3203.4175,113.75645,2824.0,3547.0,3210.0,3666.4321,153.71077,3042.0,4061.0,3687.0,3530.3948,179.51955,2686.0,4239.0,3547.0,4109.6646,198.38086,3184.0,4621.0,4142.0,1395.9485,14.211252,1358.0,1439.0,1396.0,3629.762,508.85822,2839.0,5210.0,3514.0,2434.0774,425.0984,1873.0,3729.0,2316.0,Cocoa,1
ID_O9jKys_Feb,Feb,2470.351,13.911603,2451.0,2510.0,2465.0,2216.2239,32.119186,2143.0,2385.0,2207.0,2124.4917,43.06719,1994.0,2351.0,2114.0,1991.5471,114.862,1777.0,2444.0,1955.0,2232.6614,85.4191,2016.0,2565.0,2208.0,3089.6133,106.03198,2692.0,3469.0,3100.0,3541.514,146.29565,3019.0,4069.0,3554.0,3455.7048,159.09698,2888.0,4282.0,3464.0,3989.931,158.82097,3405.0,4561.0,4007.0,1388.005,8.575174,1365.0,1402.0,1390.0,3247.6785,257.6167,2566.0,4215.0,3195.0,2104.6777,203.20068,1709.0,2919.0,2063.0,Cocoa,1
ID_bssI9w_Feb,Feb,2497.0193,14.081969,2472.0,2557.0,2495.0,2240.465,32.625618,2173.0,2470.0,2233.0,2141.945,42.869198,2022.0,2456.0,2134.0,2037.7709,112.088646,1845.0,2503.0,2009.0,2283.652,82.14694,2126.0,2642.0,2267.0,3107.337,134.01718,2736.0,3716.0,3106.0,3582.792,178.22375,3090.0,4460.0,3584.0,3470.0723,187.17435,2878.0,4485.0,3476.0,4046.103,192.47784,3468.0,4969.0,4047.0,1399.2941,12.338615,1371.0,1454.0,1399.0,3297.8035,246.33878,2817.0,4240.0,3263.0,2134.7332,184.15417,1812.0,2835.0,2104.0,Cocoa,1
ID_rpAuvj_Feb,Feb,2439.984,12.407371,2424.0,2498.0,2437.0,2180.0896,35.73867,2117.0,2469.0,2170.0,2085.949,51.4031,1986.0,2458.0,2073.0,1962.0234,134.27136,1793.0,2751.0,1916.0,2213.6682,103.4658,2062.0,2752.0,2182.0,3090.154,99.97541,2784.0,3641.0,3089.0,3566.3284,135.78604,3119.0,4464.0,3565.0,3459.5918,160.38496,2852.0,4547.0,3457.0,3985.974,148.27635,3405.0,4788.0,3980.0,1417.1853,7.9965076,1393.0,1435.0,1418.0,3156.3513,286.81433,2731.0,4340.0,3094.0,2045.1953,220.70523,1722.0,3007.0,1997.0,Cocoa,1
ID_SdX2XK_Feb,Feb,2625.3333,377.75394,2437.0,4486.0,2485.0,2361.8748,460.6342,2132.0,4755.0,2212.0,2243.687,484.42694,1961.0,4752.0,2096.0,2114.9692,584.0344,1754.0,5108.0,1912.0,2302.0195,558.05634,1875.0,5099.0,2143.0,3004.0735,565.2276,2359.0,5628.0,2946.0,3386.712,613.0006,2593.0,6067.0,3352.0,3232.0603,588.22845,2428.0,5803.0,3230.0,3725.2756,677.1204,2767.0,6418.0,3726.0,1385.534,123.86982,1257.0,1975.0,1358.0,2903.1304,811.25146,1915.0,6191.0,2777.0,2013.1196,618.42084,1428.0,4995.0,1859.0,Cocoa,1
ID_LLQj8D_Feb,Feb,2493.0356,15.790434,2463.0,2532.0,2490.0,2238.8376,38.827488,2176.0,2393.0,2226.0,2153.087,49.67931,2036.0,2404.0,2138.0,2059.9124,147.47658,1865.0,2678.0,2015.0,2311.1177,107.29546,2141.0,2669.0,2280.0,3172.7039,81.37759,2894.0,3482.0,3171.0,3652.86,113.71045,3293.0,4061.0,3652.0,3526.2568,125.92142,3025.0,4069.0,3527.0,4101.2334,125.82729,3734.0,4574.0,4102.0,1406.7612,7.690943,1391.0,1429.0,1406.0,3373.967,336.61407,2837.0,4292.0,3324.0,2199.378,263.71698,1817.0,2975.0,2152.0,Cocoa,1
ID_hkq2Kt_Feb,Feb,2474.4922,31.707767,2446.0,2671.0,2463.0,2215.241,51.954906,2141.0,2645.0,2202.0,2126.2935,53.92408,2011.0,2589.0,2116.0,1934.5586,100.2394,1823.0,2581.0,1902.0,2208.097,74.11899,2077.0,2695.0,2189.0,3230.0127,108.82341,2906.0,3594.0,3230.0,3741.41,145.18784,3312.0,4241.0,3742.0,3623.9658,149.03778,2992.0,4197.0,3622.0,4201.1113,151.58337,3699.0,4638.0,4203.0,1407.8231,10.379323,1377.0,1447.0,1408.0,3057.0303,187.3335,2728.0,3764.0,3016.0,1955.5725,149.30449,1727.0,2679.0,1915.0,Cocoa,1
ID_d99Frq_Feb,Feb,2552.3635,44.795826,2487.0,2706.0,2536.0,2308.9138,86.61008,2194.0,2788.0,2269.0,2219.0518,117.70602,2018.0,2711.0,2170.0,2161.6436,261.79086,1838.0,2856.0,2026.5,2385.8342,237.22823,1955.0,2938.0,2292.0,3165.1667,184.23782,2422.0,3570.0,3198.0,3628.942,233.28044,2677.0,4067.0,3673.0,3501.9985,242.06618,2523.0,4171.0,3549.0,4074.1365,293.668,2843.0,4530.0,4139.0,1391.4027,28.658869,1254.0,1437.0,1398.0,3370.8745,604.49023,2095.0,4653.0,3176.0,2217.6262,426.0401,1519.0,3181.0,2047.0,Cocoa,1
ID_gz3mwi_Feb,Feb,2483.386,59.54741,2438.0,2942.0,2470.0,2216.055,95.850204,2129.0,3007.0,2192.0,2093.7158,111.14445,1953.0,2915.0,2075.0,1943.1481,157.90337,1762.0,2932.0,1900.0,2147.4028,168.52544,1896.0,3090.0,2141.0,2899.0474,313.1233,2308.0,3828.0,2902.0,3295.6555,409.95203,2513.0,4626.0,3298.0,3142.4368,419.71048,2375.0,4435.0,3135.0,3619.232,498.5456,2665.0,5111.0,3642.0,1358.2676,47.567295,1274.0,1491.0,1361.0,2691.1646,423.8402,2004.0,4076.0,2710.0,1815.6532,248.17635,1466.0,2763.0,1790.0,Cocoa,1
ID_Xn5SQH_Feb,Feb,3725.1973,989.485,2571.0,6161.0,3537.0,3633.571,1215.9164,2261.0,6691.0,3359.0,3604.5894,1257.2115,2152.0,6760.0,3310.0,3758.4717,1407.3485,1960.0,7243.0,3385.0,3870.8315,1331.193,2203.0,7210.0,3548.0,4601.906,1260.6782,2996.0,7662.0,4336.0,5068.9966,1287.4042,3309.0,8109.0,4844.0,4851.0654,1283.2537,2929.0,8082.0,4603.0,5468.8906,1322.3987,3420.0,8510.0,5240.0,1775.8281,341.5889,1344.0,2644.0,1750.0,5027.1963,1373.9513,2909.0,7754.0,4702.0,3691.1506,1236.8228,1874.0,6149.0,3428.0,Cocoa,1
ID_j2q4ru_Feb,Feb,2658.5571,172.99214,2474.0,3123.0,2598.0,2423.3284,228.24588,2168.0,3272.0,2347.0,2332.722,251.60538,2015.0,3226.0,2263.0,2268.687,328.68042,1833.0,3353.0,2211.0,2477.8694,311.0878,1951.0,3451.0,2445.0,3246.317,343.08658,2468.0,4109.0,3259.0,3693.0222,398.74,2728.0,4553.0,3738.0,3548.836,390.74933,2548.0,4378.0,3608.0,4100.4355,465.3079,2924.0,4990.0,4198.0,1423.2799,71.337524,1272.0,1565.0,1416.0,3354.779,556.4914,2101.0,4475.0,3431.0,2262.3774,405.8694,1499.0,3357.0,2283.0,Cocoa,1
ID_dhvEpU_Feb,Feb,2482.4514,27.247877,2448.0,2740.0,2479.0,2222.5625,44.446632,2137.0,2521.0,2213.0,2121.4395,65.065605,1960.0,2467.0,2115.0,2025.6498,150.59787,1787.0,2543.0,1989.0,2255.899,141.6217,1935.0,2707.0,2250.0,3052.622,183.29253,2505.0,3625.0,3094.0,3494.8008,236.47614,2779.0,4181.0,3551.0,3361.6267,260.091,2587.0,4460.0,3426.0,3899.6624,298.58035,3024.0,4604.0,3991.0,1394.4468,27.495909,1316.0,1428.0,1406.0,3163.4248,451.70337,2110.0,4290.0,3188.0,2087.3875,301.92273,1498.0,2881.0,2080.0,Cocoa,1
ID_xYgo9h_Feb,Feb,2470.218,15.60377,2451.0,2560.0,2465.0,2215.9492,35.076965,2143.0,2513.0,2207.0,2122.8547,47.23832,1994.0,2495.0,2113.0,1987.5294,115.56454,1777.0,2651.0,1954.0,2228.165,88.092705,2016.0,2649.0,2204.0,3097.3865,108.79392,2692.0,3469.0,3107.0,3554.7427,150.46187,3019.0,4069.0,3566.0,3466.8704,166.48807,2847.0,4282.0,3473.0,4000.6648,163.62297,3405.0,4561.0,4015.0,1388.6816,8.478174,1365.0,1402.0,1390.0,3236.5195,252.50975,2566.0,4196.0,3186.0,2096.2375,208.91586,1709.0,3176.0,2055.0,Cocoa,1
ID_bwqnZf_Feb,Feb,2749.4497,472.4963,2492.0,4481.0,2557.0,2596.3477,636.18335,2191.0,4848.0,2320.0,2499.4668,651.0244,2038.0,4877.0,2226.0,2434.4053,757.58673,1852.0,5312.0,2148.0,2645.4429,685.83026,2097.0,5336.0,2387.0,3472.0542,590.69745,2786.0,5903.0,3268.0,3958.9016,571.94653,3164.0,6372.0,3785.0,3850.7654,570.0139,2823.0,6085.0,3670.0,4404.6055,545.27673,3501.0,6758.0,4256.0,1463.9419,128.89412,1388.0,1991.0,1416.0,3655.9746,783.08307,2658.0,6809.0,3440.0,2442.465,699.8438,1706.0,5403.0,2239.0,Cocoa,1
